3783 11264
3 537 1
12 416 1
13 1332 1
10 276 1
51 1032 1
358 2060 1
130 790 1
267 490 1
80 889 1
339 3580 1
1 2335 1
91 102 1
89 176 -1
0 2951 1
308 3333 1
172 1840 1
47 474 1
93 280 1
2 258 1
15 992 1
23 76 1
128 3773 -1
113 765 1
0 2998 1
298 613 1
176 522 1
68 2170 1
136 165 1
512 944 1
277 875 1
1331 2234 1
8 30 1
134 1731 1
240 396 1
454 953 1
16 410 1
47 88 1
24 655 1
228 1060 1
26 3769 1
94 410 1
3 214 1
22 563 1
43 151 1
103 185 1
41 144 1
47 136 1
364 611 1
11 1576 1
35 1066 1
23 184 1
175 1332 1
10 42 1
409 1026 1
71 506 1
187 646 1
6 876 1
2 491 1
372 3068 1
57 3692 -1
142 198 1
649 3736 1
49 1947 1
121 142 1
12 2265 1
300 3782 -1
29 3610 -1
163 375 1
145 2225 1
268 490 1
176 595 1
10 215 1
408 796 1
73 311 1
85 1905 1
326 382 1
12 2287 1
67 813 1
49 2181 1
196 3755 1
28 112 1
177 2322 1
86 258 1
176 639 1
673 3742 1
63 97 1
10 189 1
66 109 1
214 231 1
283 328 1
1540 3773 1
297 323 1
884 1825 1
8 294 1
935 1465 1
304 369 1
38 50 1
1489 3277 1
475 2568 1
340 2460 1
11 1872 1
83 323 1
922 2572 1
18 30 1
6 749 1
25 692 1
14 2827 1
106 620 1
216 662 1
76 937 1
1 120 1
169 1960 1
738 1143 1
24 94 1
1175 1613 1
16 132 1
843 850 1
85 3730 -1
646 3722 -1
20 70 1
1 78 1
39 43 1
95 1378 1
1051 1061 1
271 3750 -1
1 3 1
707 2324 1
3 311 1
6 613 1
145 2167 1
7 779 -1
1400 3464 -1
3 840 1
12 2242 1
50 3751 -1
113 896 1
134 141 1
1837 3208 1
37 2966 1
400 1665 1
2 287 1
113 1384 1
32 68 1
1693 3629 -1
1597 2335 1
3541 3680 -1
1 292 1
28 173 1
570 1280 1
70 348 1
102 758 1
78 1002 1
75 479 1
24 3042 1
77 486 1
144 3714 -1
2 754 1
33 84 1
40 96 1
38 1275 1
0 10 1
14 263 1
45 3177 1
14 1894 1
251 1083 1
10 241 1
1008 3404 1
21 1637 1
797 2197 1
32 252 1
176 3002 1
88 405 1
62 223 1
57 3343 1
3 806 1
327 660 1
1 108 1
21 72 1
408 2137 1
24 3718 1
2 508 1
189 3778 1
259 2958 1
50 587 1
797 2173 1
1048 1051 1
152 1602 1
66 86 1
51 3743 1
144 1914 1
254 776 1
28 1055 1
108 406 1
67 124 -1
431 1771 1
9 1572 1
490 3777 -1
32 294 1
495 3339 1
102 1324 1
13 795 1
44 1932 1
75 910 1
127 2396 1
229 2335 -1
861 3742 1
7 141 1
51 954 1
1 38 1
12 1049 1
48 309 1
44 530 1
81 3746 -1
84 2335 -1
560 2589 1
89 882 1
105 296 1
313 667 1
2 91 1
477 2559 1
4 3737 -1
238 2561 1
0 963 1
95 1386 1
14 57 1
6 809 1
277 3743 -1
23 344 1
86 3720 -1
704 1181 1
21 2309 1
11 1373 1
7 486 1
42 112 -1
1 96 1
68 231 1
49 575 1
7 42 1
196 797 1
113 1905 1
16 933 1
16 62 1
3728 3730 1
54 426 1
13 1736 1
2 3042 1
216 1972 1
0 1284 1
151 252 1
36 296 1
1 1221 1
1696 2654 1
1 189 1
539 985 1
0 2162 1
16 3588 -1
1913 3505 1
3 176 1
242 958 1
17 345 1
3 226 1
238 664 1
8 2140 1
155 3461 1
84 1179 1
109 368 1
93 831 1
304 943 1
1175 3477 1
30 135 1
93 2335 1
714 3730 1
138 326 1
102 3484 1
298 326 1
634 940 1
44 563 1
144 736 1
77 276 1
33 289 1
0 1491 1
16 192 1
50 82 1
234 401 1
128 769 1
17 159 1
6 979 1
72 1055 1
3 112 1
17 385 1
641 2262 1
103 3781 -1
144 468 1
3718 3734 1
257 357 1
302 3464 -1
31 2133 1
28 1148 1
3 2996 1
1104 3742 1
1624 3730 1
52 178 1
173 279 1
23 123 1
33 1197 1
160 1139 1
28 982 1
74 466 1
46 76 1
114 371 1
479 3711 -1
2 2000 1
418 1213 1
323 1933 1
12 3072 1
416 519 1
27 3572 1
34 1384 1
13 1157 1
8 1742 -1
0 461 1
2330 3730 -1
10 870 1
314 694 1
117 157 1
443 1629 1
25 186 1
168 239 1
43 248 1
6 369 1
681 2720 1
704 1850 1
459 1128 1
176 1808 1
315 2165 1
56 2551 1
57 3351 1
28 1793 1
3 909 1
9 65 1
176 1516 1
14 3464 -1
85 3513 1
195 3285 1
80 412 1
489 649 1
2335 3564 1
14 1207 1
29 265 1
407 466 1
41 1617 1
7 3669 -1
823 3382 1
392 1773 1
145 2893 1
129 340 1
1872 3213 1
0 1821 1
342 1990 1
24 42 1
43 130 1
66 101 1
106 192 1
107 1682 1
7 9 1
31 2243 1
3776 3778 1
9 2249 1
68 69 1
47 1238 1
7 1321 1
13 2123 1
126 978 1
7 147 -1
6 2209 1
13 59 1
321 477 1
114 117 1
7 2335 1
165 176 1
64 243 1
78 2090 1
12 1209 1
1 470 1
179 377 1
10 308 1
349 634 1
25 2357 -1
151 1627 1
328 516 1
128 1417 1
57 2335 1
378 388 1
7 757 -1
79 268 1
0 1314 1
94 3780 -1
13 276 1
103 232 1
9 612 -1
27 131 1
135 875 1
613 3749 -1
25 267 1
326 3551 1
0 1335 1
18 35 1
34 84 -1
43 147 1
176 3768 -1
48 155 1
259 3743 1
6 1179 1
37 2839 1
39 102 1
359 1138 1
63 3408 1
2318 3773 1
49 632 1
107 2841 1
2 524 1
31 2364 1
490 838 1
204 806 1
1 1208 1
310 388 1
287 1587 1
20 263 1
6 271 1
83 1627 1
89 401 1
357 3781 -1
18 1573 1
4 247 1
677 2049 1
65 100 1
1928 1975 1
7 213 -1
38 3711 -1
21 50 1
15 2953 1
5 525 1
409 632 1
356 473 1
102 2228 1
7 3115 1
1 502 1
726 993 1
1239 1640 1
21 23 1
27 1119 1
708 832 1
43 99 1
44 182 1
132 317 1
88 2096 1
159 816 1
49 911 1
904 2335 -1
252 542 1
69 231 1
473 744 1
4 348 1
1580 3598 -1
1610 3728 1
85 2416 1
211 580 1
331 3324 1
44 403 1
194 674 1
173 390 1
6 595 1
42 137 1
3506 3618 1
3595 3684 1
19 210 1
978 1953 1
791 1712 1
11 457 1
297 338 1
176 283 1
256 388 1
247 1190 1
50 369 1
14 3427 -1
336 652 1
176 3597 1
1133 3781 -1
67 1050 1
3 167 1
30 95 1
15 366 1
6 747 1
72 1053 1
60 504 1
90 296 1
6 3350 1
52 244 1
513 2029 1
37 54 1
128 770 1
86 103 1
12 455 1
2 645 1
97 557 1
5 305 1
77 738 1
94 393 1
51 636 1
37 271 1
0 1341 1
28 746 1
74 265 1
141 176 1
613 1881 1
73 1016 1
0 3526 -1
85 1199 1
3 46 1
21 868 1
253 1689 1
1780 2244 1
105 595 1
35 1377 1
175 2190 1
107 1600 1
259 1510 1
11 1349 1
137 1545 1
392 2889 1
10 115 1
653 715 1
82 184 1
14 1133 1
784 3742 1
115 1870 1
57 1543 1
14 966 1
56 1727 1
215 689 -1
18 579 1
50 69 1
610 666 1
619 840 1
0 2843 1
68 1747 1
44 1174 1
39 236 1
171 1189 1
11 483 1
7 3539 -1
1097 3767 1
42 189 1
10 1158 1
103 268 1
0 255 1
437 504 1
7 3743 1
39 916 1
82 91 1
126 1807 1
123 297 1
58 525 1
32 3677 -1
459 1543 1
33 218 1
148 2450 1
2 773 1
121 161 1
99 1693 1
72 122 1
98 823 1
61 932 1
97 1596 1
3 20 1
158 3580 1
421 466 1
92 157 1
636 758 1
339 1000 1
797 1139 1
2 3327 1
189 3766 1
25 3773 1
0 1042 1
45 2266 1
72 198 1
737 2859 1
172 173 1
102 945 1
21 948 1
1065 2392 1
245 3427 1
358 2056 1
3 30 1
14 517 1
89 404 1
22 1415 1
6 33 1
188 551 1
14 3368 -1
110 244 1
466 2537 1
2 57 1
240 3685 1
170 823 1
78 2091 1
42 1161 1
57 190 1
164 646 1
77 1131 1
10 3623 -1
88 628 1
268 3493 1
194 2605 1
116 2209 1
196 458 1
222 710 1
128 1402 1
227 3512 1
41 174 1
276 2193 1
129 1436 1
22 118 1
18 334 1
316 2924 1
5 1373 1
4 117 1
94 812 1
7 520 1
30 305 1
14 46 -1
11 1375 1
0 1283 1
180 381 1
144 2335 -1
11 3231 1
7 3667 -1
97 191 1
10 893 1
149 234 1
125 2330 1
278 351 1
761 1587 1
60 3076 1
490 3780 -1
16 679 1
29 318 1
3 1444 1
61 123 1
35 982 1
40 74 1
10 62 -1
74 917 1
1894 3400 1
224 529 1
2 39 1
6 808 1
113 2414 1
280 301 -1
313 354 1
356 444 1
44 223 1
27 2030 1
1217 2607 1
0 3252 1
57 633 1
47 151 1
301 823 -1
414 3736 1
38 74 1
1065 3262 1
41 158 1
2 631 1
83 852 1
